customer_id,signup_date,city_tier,age_group,acquisition_channel,loyalty_tier,preferred_category,skin_type,marketing_consent
CUST00946,2025-03-24,Tier 1,35-44,Marketplace,None,Baby Care,Dry,Yes
CUST00947,2024-02-04,Tier 3,35-44,Google Search,None,Baby Care,Oily,Yes
CUST00948,2025-06-24,Tier 3,25-34,Referral,None,Hair Care,Normal,No
CUST00949,2025-01-20,Tier 2,35-44,Instagram,None,Skin Care,Combination,Yes
CUST00950,2024-10-23,Tier 1,45+,Marketplace,None,Fragrance,Sensitive,Yes
CUST00951,2025-05-27,Tier 2,25-34,Referral,Gold,Baby Care,Sensitive,Yes
CUST00952,2024-03-01,Tier 2,18-24,Marketplace,Gold,Makeup,Oily,Yes
CUST00953,2024-02-06,Tier 1,25-34,Google Search,Silver,Wellness,Normal,Yes
CUST00954,2025-05-23,Tier 2,25-34,Referral,None,Fragrance,Dry,Yes
CUST00955,2025-07-01,Tier 1,25-34,Marketplace,None,Hair Care,Combination,No
CUST00956,2024-05-21,Tier 1,18-24,Marketplace,Gold,Hair Care,Sensitive,Yes
CUST00957,2024-08-20,Tier 2,25-34,Organic,None,Skin Care,Oily,No
CUST00958,2025-03-25,Tier 1,18-24,Google Search,Silver,Skin Care,Sensitive,Yes
CUST00959,2024-03-19,Tier 2,25-34,Referral,Silver,Hair Care,Dry,Yes
CUST00960,2024-09-07,Tier 1,25-34,Marketplace,None,Skin Care,Combination,Yes
CUST00961,2024-05-20,Tier 2,35-44,Google Search,None,Skin Care,NA,No
CUST00962,2025-04-09,Tier 1,45+,Organic,None,Baby Care,Sensitive,No
CUST00963,2025-05-22,Tier 1,18-24,Referral,None,Hair Care,NA,Yes
CUST00964,2024-12-22,Tier 3,45+,Marketplace,None,Fragrance,Sensitive,No
CUST00965,2025-03-20,Tier 3,35-44,Influencer,Silver,Fragrance,Normal,Yes
CUST00966,2025-07-01,Tier 2,25-34,Referral,None,Skin Care,Combination,Yes
CUST00967,2024-10-14,Tier 3,35-44,Instagram,None,Baby Care,Sensitive,Yes
CUST00968,2024-09-13,Tier 3,35-44,Marketplace,None,Baby Care,Sensitive,No
CUST00969,2024-01-10,Tier 3,25-34,Referral,Gold,Skin Care,Oily,Yes
CUST00970,2024-03-06,Tier 1,25-34,Organic,None,Hair Care,Dry,Yes
CUST00971,2024-04-27,Tier 1,25-34,Referral,None,Hair Care,Normal,Yes
CUST00972,2024-09-20,Tier 3,18-24,Organic,None,Skin Care,Dry,Yes
CUST00973,2024-08-30,Tier 2,18-24,Organic,Silver,Skin Care,Combination,No
CUST00974,2024-12-09,Tier 3,45+,Google Search,Gold,Skin Care,Oily,Yes
CUST00975,2024-01-27,Tier 1,18-24,Google Search,Silver,Makeup,Normal,Yes
CUST00976,2024-06-02,Tier 3,25-34,Instagram,None,Wellness,Dry,Yes
CUST00977,2025-07-05,Tier 3,35-44,Referral,None,Hair Care,Normal,Yes
CUST00978,2024-09-06,Tier 3,25-34,Influencer,None,Hair Care,Oily,Yes
CUST00979,2024-03-22,Tier 2,25-34,Influencer,Silver,Baby Care,Combination,No
CUST00980,2025-07-04,Tier 3,25-34,Marketplace,Silver,Baby Care,Sensitive,Yes
CUST00981,2024-05-31,Tier 2,25-34,Organic,Gold,Fragrance,Oily,Yes
CUST00982,2025-04-26,Tier 1,35-44,Instagram,None,Makeup,Oily,Yes
CUST00983,2024-12-28,Tier 2,18-24,Google Search,None,Hair Care,Sensitive,Yes
CUST00984,2024-12-29,Tier 3,45+,Marketplace,Silver,Hair Care,Combination,Yes
CUST00985,2025-06-05,Tier 3,18-24,Marketplace,None,Baby Care,Combination,Yes
CUST00986,2024-04-09,Tier 2,25-34,Instagram,None,Baby Care,Normal,No
CUST00987,2024-07-01,Tier 1,45+,Influencer,Gold,Makeup,Combination,Yes
CUST00988,2024-10-18,Tier 1,18-24,Referral,None,Skin Care,Sensitive,No
CUST00989,2024-05-24,Tier 2,18-24,Referral,None,Baby Care,Oily,No
CUST00990,2024-01-27,Tier 1,25-34,Influencer,None,Hair Care,Dry,No
CUST00991,2024-05-02,Tier 2,25-34,Google Search,Gold,Wellness,NA,Yes
CUST00992,2024-08-15,Tier 1,35-44,Referral,None,Baby Care,Normal,Yes
CUST00993,2024-02-09,Tier 3,25-34,Organic,None,Fragrance,NA,No
CUST00994,2024-09-08,Tier 1,18-24,Influencer,Silver,Skin Care,Dry,Yes
CUST00995,2024-03-31,Tier 3,45+,Marketplace,None,Skin Care,Normal,Yes
CUST00996,2025-01-24,Tier 1,25-34,Google Search,None,Wellness,Sensitive,No
CUST00997,2025-02-05,Tier 2,25-34,Google Search,None,Wellness,Sensitive,Yes
CUST00998,2024-06-29,Tier 1,25-34,Instagram,Silver,Makeup,Combination,No
CUST00999,2024-01-30,Tier 2,25-34,Organic,Silver,Skin Care,Sensitive,Yes
CUST01000,2025-02-12,Tier 1,25-34,Referral,None,Baby Care,Oily,Yes
CUST01001,2024-07-30,Tier 1,35-44,Influencer,Silver,Skin Care,Normal,Yes
CUST01002,2024-12-07,Tier 2,45+,Referral,Silver,Hair Care,Sensitive,Yes
CUST01003,2024-08-22,Tier 1,25-34,Google Search,None,Baby Care,Dry,No
CUST01004,2024-04-14,Tier 3,25-34,Instagram,None,Skin Care,NA,No
CUST01005,2025-01-21,Tier 1,25-34,Marketplace,None,Skin Care,Oily,Yes
CUST01006,2025-07-08,Tier 1,25-34,Marketplace,Silver,Skin Care,Normal,No
CUST01007,2024-11-05,Tier 1,25-34,Google Search,Silver,Hair Care,Sensitive,Yes
CUST01008,2024-10-18,Tier 2,45+,Google Search,None,Hair Care,Combination,No
CUST01009,2025-08-14,Tier 1,45+,Instagram,None,Baby Care,NA,Yes
CUST01010,2025-07-28,Tier 3,18-24,Referral,None,Skin Care,Normal,No
CUST01011,2024-03-01,Tier 1,35-44,Google Search,None,Skin Care,Sensitive,Yes
CUST01012,2024-08-02,Tier 3,35-44,Referral,None,Baby Care,Sensitive,Yes
CUST01013,2024-03-24,Tier 2,45+,Instagram,None,Skin Care,Normal,No
CUST01014,2024-02-09,Tier 2,35-44,Marketplace,None,Skin Care,Normal,Yes
CUST01015,2024-10-04,Tier 2,25-34,Google Search,Silver,Skin Care,Normal,Yes
CUST01016,2025-09-11,Tier 2,25-34,Influencer,Gold,Makeup,Dry,Yes
CUST01017,2024-07-02,Tier 1,18-24,Influencer,None,Skin Care,NA,Yes
CUST01018,2025-08-31,Tier 1,18-24,Referral,None,Baby Care,Dry,Yes
CUST01019,2024-11-09,Tier 2,25-34,Influencer,None,Baby Care,Dry,Yes
CUST01020,2024-09-26,Tier 1,25-34,Referral,Silver,Hair Care,Normal,No
CUST01021,2025-04-29,Tier 1,18-24,Instagram,None,Wellness,Normal,Yes
CUST01022,2024-02-23,Tier 3,18-24,Referral,None,Hair Care,Oily,Yes
CUST01023,2024-12-29,Tier 2,25-34,Referral,Gold,Fragrance,Dry,No
CUST01024,2025-07-27,Tier 2,25-34,Google Search,None,Fragrance,NA,Yes
CUST01025,2024-12-20,Tier 1,35-44,Referral,Platinum,Wellness,Combination,Yes
CUST01026,2025-01-04,Tier 1,25-34,Google Search,None,Hair Care,Sensitive,Yes
CUST01027,2025-05-05,Tier 3,25-34,Marketplace,None,Skin Care,Normal,No
CUST01028,2025-04-10,Tier 2,25-34,Organic,Silver,Fragrance,Oily,Yes
CUST01029,2024-06-30,Tier 1,35-44,Google Search,Gold,Skin Care,NA,Yes
CUST01030,2024-07-17,Tier 2,25-34,Google Search,Silver,Fragrance,NA,Yes
CUST01031,2024-01-15,Tier 1,45+,Organic,Silver,Skin Care,Normal,Yes
CUST01032,2025-09-15,Tier 2,18-24,Instagram,Silver,Fragrance,Oily,Yes
CUST01033,2024-03-29,Tier 2,25-34,Instagram,None,Makeup,Dry,Yes
CUST01034,2024-01-11,Tier 1,18-24,Instagram,Silver,Skin Care,NA,Yes
CUST01035,2024-05-15,Tier 1,25-34,Google Search,None,Baby Care,Combination,Yes
CUST01036,2024-10-29,Tier 2,25-34,Instagram,None,Hair Care,NA,Yes
CUST01037,2025-08-22,Tier 2,25-34,Instagram,Silver,Hair Care,NA,No
CUST01038,2024-10-02,Tier 2,18-24,Google Search,None,Skin Care,Oily,Yes
CUST01039,2024-11-26,Tier 1,25-34,Marketplace,None,Makeup,NA,Yes
CUST01040,2024-12-10,Tier 1,25-34,Influencer,None,Hair Care,Dry,No
CUST01041,2025-03-21,Tier 2,35-44,Google Search,Silver,Baby Care,Combination,Yes
CUST01042,2025-06-03,Tier 2,18-24,Google Search,None,Baby Care,Dry,Yes
CUST01043,2025-06-20,Tier 3,18-24,Marketplace,None,Hair Care,Oily,No
CUST01044,2025-04-14,Tier 2,25-34,Marketplace,None,Skin Care,Sensitive,Yes
CUST01045,2024-09-07,Tier 2,18-24,Organic,None,Skin Care,Oily,Yes
CUST01046,2025-01-20,Tier 2,35-44,Organic,None,Skin Care,Dry,Yes
CUST01047,2025-03-10,Tier 2,25-34,Google Search,Silver,Wellness,Oily,Yes
CUST01048,2024-12-14,Tier 1,25-34,Marketplace,None,Skin Care,Dry,Yes
CUST01049,2024-12-13,Tier 1,25-34,Instagram,None,Makeup,Combination,Yes
CUST01050,2025-06-13,Tier 2,35-44,Instagram,Silver,Skin Care,Combination,No
CUST01051,2025-01-28,Tier 1,35-44,Marketplace,Silver,Hair Care,Oily,Yes
CUST01052,2025-04-06,Tier 3,25-34,Marketplace,Gold,Wellness,Oily,No
CUST01053,2024-03-22,Tier 1,18-24,Influencer,Silver,Skin Care,Normal,No
CUST01054,2024-05-04,Tier 2,35-44,Instagram,Silver,Hair Care,Combination,Yes
CUST01055,2024-07-02,Tier 1,25-34,Referral,None,Skin Care,Oily,Yes
CUST01056,2024-03-27,Tier 1,25-34,Instagram,None,Fragrance,Sensitive,No
CUST01057,2025-06-20,Tier 1,25-34,Google Search,None,Baby Care,NA,Yes
CUST01058,2024-03-21,Tier 2,25-34,Google Search,None,Skin Care,NA,Yes
CUST01059,2025-03-19,Tier 3,45+,Referral,Platinum,Baby Care,Normal,No
CUST01060,2025-04-29,Tier 3,18-24,Google Search,Silver,Skin Care,Normal,Yes
CUST01061,2024-10-06,Tier 1,18-24,Organic,Silver,Skin Care,Combination,Yes
CUST01062,2024-01-19,Tier 1,35-44,Marketplace,Silver,Baby Care,Combination,Yes
CUST01063,2025-07-25,Tier 1,18-24,Google Search,None,Hair Care,NA,Yes
CUST01064,2025-02-16,Tier 3,18-24,Influencer,Silver,Baby Care,Sensitive,Yes
CUST01065,2024-11-18,Tier 2,25-34,Instagram,Silver,Baby Care,Normal,Yes
CUST01066,2025-07-23,Tier 3,35-44,Google Search,None,Hair Care,Oily,Yes
CUST01067,2024-07-01,Tier 2,35-44,Influencer,Platinum,Baby Care,Sensitive,No
CUST01068,2025-01-06,Tier 2,25-34,Marketplace,Silver,Baby Care,Normal,Yes
CUST01069,2025-04-20,Tier 3,25-34,Instagram,Gold,Hair Care,Oily,Yes
CUST01070,2024-04-10,Tier 2,25-34,Influencer,None,Baby Care,Normal,Yes
CUST01071,2025-08-07,Tier 3,35-44,Google Search,None,Baby Care,Combination,Yes
CUST01072,2025-02-02,Tier 3,25-34,Organic,None,Hair Care,Dry,Yes
CUST01073,2024-10-27,Tier 1,18-24,Referral,None,Makeup,Combination,No
CUST01074,2024-04-23,Tier 3,35-44,Organic,Gold,Skin Care,NA,No
CUST01075,2025-06-16,Tier 3,45+,Instagram,None,Skin Care,NA,Yes
CUST01076,2024-01-25,Tier 3,25-34,Instagram,Silver,Fragrance,NA,No
CUST01077,2025-03-26,Tier 1,25-34,Instagram,None,Fragrance,Oily,No
CUST01078,2024-09-05,Tier 1,35-44,Instagram,Silver,Skin Care,NA,Yes
CUST01079,2025-03-31,Tier 2,25-34,Google Search,None,Skin Care,Dry,Yes
CUST01080,2025-01-06,Tier 1,35-44,Marketplace,None,Hair Care,NA,Yes
CUST01081,2024-05-30,Tier 3,25-34,Google Search,None,Fragrance,Normal,Yes
CUST01082,2025-06-13,Tier 2,25-34,Instagram,None,Skin Care,Normal,Yes
CUST01083,2024-06-22,Tier 2,35-44,Referral,None,Makeup,Oily,Yes
CUST01084,2024-05-02,Tier 1,25-34,Referral,Gold,Wellness,NA,No
CUST01085,2024-07-26,Tier 1,25-34,Marketplace,Gold,Hair Care,Sensitive,Yes
CUST01086,2024-02-27,Tier 2,25-34,Google Search,Silver,Skin Care,NA,No
CUST01087,2025-09-15,Tier 1,25-34,Marketplace,Silver,Wellness,Dry,Yes
CUST01088,2025-08-18,Tier 1,25-34,Organic,None,Makeup,Oily,Yes
CUST01089,2025-07-09,Tier 2,25-34,Google Search,None,Hair Care,Oily,Yes
CUST01090,2025-04-12,Tier 1,45+,Google Search,None,Baby Care,Sensitive,Yes
CUST01091,2025-06-28,Tier 1,25-34,Referral,None,Hair Care,Dry,Yes
CUST01092,2024-06-16,Tier 2,18-24,Marketplace,None,Fragrance,Sensitive,Yes
CUST01093,2024-08-25,Tier 2,18-24,Google Search,None,Skin Care,Sensitive,No
CUST01094,2024-07-15,Tier 3,35-44,Organic,Silver,Skin Care,Normal,No
CUST01095,2024-10-02,Tier 1,25-34,Influencer,Gold,Hair Care,Sensitive,Yes
CUST01096,2025-03-11,Tier 2,25-34,Instagram,Gold,Skin Care,Combination,Yes
CUST01097,2024-01-20,Tier 1,35-44,Marketplace,None,Fragrance,Oily,Yes
CUST01098,2024-07-23,Tier 2,35-44,Referral,None,Skin Care,Dry,Yes
CUST01099,2024-02-17,Tier 1,35-44,Influencer,Silver,Skin Care,Normal,Yes
CUST01100,2025-07-04,Tier 3,25-34,Instagram,None,Makeup,Sensitive,No
CUST01101,2025-08-26,Tier 1,25-34,Instagram,None,Baby Care,NA,Yes
CUST01102,2024-03-10,Tier 2,35-44,Marketplace,Gold,Hair Care,Combination,No
CUST01103,2025-01-05,Tier 2,25-34,Marketplace,None,Makeup,Oily,Yes
CUST01104,2024-02-19,Tier 1,35-44,Influencer,None,Baby Care,Oily,No
CUST01105,2024-10-16,Tier 2,25-34,Marketplace,None,Wellness,Oily,Yes
CUST01106,2025-04-24,Tier 3,25-34,Marketplace,Silver,Hair Care,Sensitive,Yes
CUST01107,2024-12-04,Tier 2,18-24,Google Search,None,Makeup,Combination,No
CUST01108,2025-02-03,Tier 1,18-24,Referral,None,Skin Care,NA,No
CUST01109,2025-08-11,Tier 3,45+,Marketplace,None,Skin Care,Dry,Yes
CUST01110,2024-02-10,Tier 2,35-44,Influencer,None,Hair Care,Dry,Yes
CUST01111,2024-08-26,Tier 1,45+,Google Search,None,Fragrance,Combination,Yes
CUST01112,2024-08-01,Tier 2,25-34,Google Search,None,Hair Care,Oily,Yes
CUST01113,2024-05-04,Tier 1,18-24,Influencer,Silver,Hair Care,Sensitive,Yes
CUST01114,2025-05-04,Tier 1,25-34,Referral,None,Fragrance,Combination,No
CUST01115,2024-03-07,Tier 3,25-34,Google Search,Platinum,Skin Care,NA,No
CUST01116,2024-11-27,Tier 3,18-24,Instagram,None,Hair Care,Dry,Yes
CUST01117,2024-10-27,Tier 1,25-34,Instagram,None,Wellness,Dry,No
CUST01118,2024-04-22,Tier 1,35-44,Instagram,None,Hair Care,Sensitive,Yes
CUST01119,2025-04-26,Tier 3,18-24,Influencer,None,Hair Care,Normal,No
CUST01120,2024-08-16,Tier 3,18-24,Instagram,None,Wellness,Normal,Yes
CUST01121,2025-05-02,Tier 3,25-34,Instagram,Silver,Hair Care,Normal,Yes
CUST01122,2025-08-07,Tier 1,18-24,Instagram,Gold,Skin Care,Oily,No
CUST01123,2024-09-12,Tier 1,25-34,Marketplace,None,Wellness,NA,Yes
CUST01124,2024-05-14,Tier 1,25-34,Instagram,Silver,Fragrance,NA,No
CUST01125,2024-07-05,Tier 2,18-24,Organic,None,Hair Care,Oily,Yes
CUST01126,2025-08-14,Tier 3,25-34,Referral,None,Hair Care,NA,Yes
CUST01127,2024-07-09,Tier 3,25-34,Referral,None,Makeup,NA,No
CUST01128,2025-03-12,Tier 3,25-34,Instagram,None,Hair Care,Oily,Yes
CUST01129,2025-04-08,Tier 3,25-34,Instagram,Gold,Hair Care,Combination,No
CUST01130,2024-08-15,Tier 1,35-44,Marketplace,None,Makeup,Normal,No
CUST01131,2024-08-23,Tier 3,35-44,Instagram,None,Makeup,NA,Yes
CUST01132,2024-06-04,Tier 3,25-34,Referral,None,Skin Care,Combination,Yes
CUST01133,2025-04-24,Tier 2,25-34,Google Search,None,Makeup,NA,Yes
CUST01134,2024-03-01,Tier 1,35-44,Referral,None,Wellness,Dry,Yes
CUST01135,2024-09-11,Tier 1,35-44,Influencer,None,Fragrance,Oily,No
CUST01136,2024-05-25,Tier 2,35-44,Instagram,None,Hair Care,Oily,No
CUST01137,2024-05-07,Tier 2,25-34,Instagram,Gold,Makeup,NA,Yes
CUST01138,2024-09-18,Tier 2,18-24,Marketplace,Gold,Makeup,Combination,No
CUST01139,2025-09-09,Tier 3,45+,Google Search,Gold,Hair Care,NA,No
CUST01140,2024-10-13,Tier 2,35-44,Influencer,Silver,Hair Care,NA,No
CUST01141,2025-05-12,Tier 2,25-34,Marketplace,Silver,Skin Care,NA,Yes
CUST01142,2025-01-26,Tier 1,18-24,Organic,Silver,Skin Care,Oily,Yes
CUST01143,2025-09-10,Tier 1,25-34,Marketplace,None,Makeup,Combination,Yes
CUST01144,2025-03-18,Tier 1,35-44,Referral,None,Wellness,Oily,Yes
CUST01145,2024-09-16,Tier 2,25-34,Google Search,Platinum,Skin Care,Oily,Yes
CUST01146,2024-06-13,Tier 2,18-24,Referral,None,Hair Care,Sensitive,No
CUST01147,2024-12-26,Tier 2,25-34,Organic,None,Fragrance,Oily,No
CUST01148,2024-07-09,Tier 1,35-44,Organic,None,Hair Care,Combination,No
CUST01149,2024-04-24,Tier 1,18-24,Referral,Silver,Skin Care,Normal,Yes
CUST01150,2024-04-02,Tier 3,35-44,Marketplace,Gold,Skin Care,Sensitive,Yes
CUST01151,2024-10-27,Tier 3,25-34,Google Search,None,Fragrance,Dry,Yes
CUST01152,2024-08-12,Tier 1,25-34,Marketplace,None,Skin Care,Dry,No
CUST01153,2025-07-23,Tier 2,25-34,Google Search,Gold,Baby Care,NA,Yes
CUST01154,2025-01-07,Tier 1,35-44,Google Search,Gold,Wellness,Sensitive,Yes
CUST01155,2024-09-09,Tier 2,35-44,Instagram,Gold,Wellness,NA,Yes
CUST01156,2024-12-22,Tier 2,35-44,Referral,Platinum,Hair Care,Normal,No
CUST01157,2024-03-07,Tier 1,45+,Referral,None,Skin Care,Sensitive,Yes
CUST01158,2024-10-09,Tier 3,25-34,Marketplace,Silver,Hair Care,NA,No
CUST01159,2024-11-13,Tier 2,25-34,Google Search,None,Fragrance,Combination,Yes
CUST01160,2024-01-07,Tier 1,45+,Marketplace,Silver,Makeup,Oily,Yes
CUST01161,2024-09-11,Tier 2,45+,Influencer,Gold,Skin Care,Combination,No
CUST01162,2025-01-31,Tier 1,35-44,Referral,Gold,Skin Care,Sensitive,Yes
CUST01163,2024-07-07,Tier 1,25-34,Google Search,Silver,Skin Care,Combination,No
CUST01164,2025-07-24,Tier 1,18-24,Instagram,Platinum,Baby Care,Oily,Yes
CUST01165,2025-01-18,Tier 3,35-44,Instagram,Silver,Skin Care,Dry,No
CUST01166,2025-01-18,Tier 3,25-34,Marketplace,Gold,Skin Care,Dry,No
CUST01167,2024-05-03,Tier 1,35-44,Google Search,None,Skin Care,Normal,Yes
CUST01168,2024-12-11,Tier 3,45+,Referral,None,Hair Care,Oily,Yes
CUST01169,2025-05-17,Tier 1,18-24,Google Search,Gold,Wellness,NA,Yes
CUST01170,2024-11-24,Tier 2,45+,Marketplace,None,Makeup,NA,Yes
CUST01171,2025-03-12,Tier 1,25-34,Referral,None,Hair Care,Combination,Yes
CUST01172,2024-02-26,Tier 1,25-34,Influencer,None,Baby Care,Normal,Yes
CUST01173,2024-02-18,Tier 1,45+,Google Search,None,Fragrance,NA,No
CUST01174,2025-01-14,Tier 1,35-44,Instagram,None,Skin Care,Dry,Yes
CUST01175,2024-01-16,Tier 1,18-24,Influencer,None,Skin Care,Dry,Yes
CUST01176,2025-02-03,Tier 1,35-44,Organic,None,Skin Care,Dry,Yes
CUST01177,2024-11-13,Tier 3,18-24,Marketplace,None,Makeup,Combination,No
CUST01178,2025-05-14,Tier 1,25-34,Marketplace,None,Makeup,Dry,Yes
CUST01179,2025-05-15,Tier 2,18-24,Instagram,Silver,Wellness,NA,No
CUST01180,2025-08-06,Tier 2,25-34,Google Search,Gold,Skin Care,Oily,Yes
CUST01181,2025-04-25,Tier 1,25-34,Instagram,None,Skin Care,NA,No
CUST01182,2024-05-26,Tier 2,25-34,Marketplace,None,Wellness,Dry,No
CUST01183,2024-09-13,Tier 1,45+,Instagram,Silver,Hair Care,Dry,No
CUST01184,2024-12-09,Tier 2,25-34,Organic,None,Skin Care,Normal,Yes
CUST01185,2024-04-24,Tier 1,35-44,Referral,Silver,Skin Care,Sensitive,Yes
CUST01186,2025-01-25,Tier 1,18-24,Google Search,None,Fragrance,NA,Yes
CUST01187,2025-05-02,Tier 2,45+,Google Search,Silver,Hair Care,NA,Yes
CUST01188,2025-04-10,Tier 3,25-34,Referral,Gold,Skin Care,Sensitive,Yes
CUST01189,2024-06-13,Tier 1,25-34,Organic,None,Hair Care,NA,No
CUST01190,2024-12-27,Tier 1,18-24,Organic,None,Hair Care,Combination,Yes
CUST01191,2025-06-26,Tier 1,18-24,Instagram,None,Fragrance,NA,No
CUST01192,2025-02-22,Tier 1,25-34,Google Search,None,Baby Care,Combination,Yes
CUST01193,2024-02-22,Tier 1,18-24,Organic,Silver,Wellness,Combination,Yes
CUST01194,2024-06-25,Tier 2,25-34,Referral,None,Hair Care,Dry,Yes
CUST01195,2025-05-13,Tier 3,25-34,Marketplace,Silver,Fragrance,NA,Yes
CUST01196,2024-02-24,Tier 1,25-34,Influencer,None,Makeup,Dry,Yes
CUST01197,2025-04-02,Tier 2,25-34,Google Search,None,Baby Care,Dry,Yes
CUST01198,2025-07-29,Tier 2,25-34,Influencer,Silver,Wellness,Oily,Yes
CUST01199,2024-05-18,Tier 2,35-44,Referral,Silver,Baby Care,Sensitive,No
CUST01200,2025-05-18,Tier 2,45+,Organic,Platinum,Fragrance,Oily,Yes
CUST01201,2024-04-23,Tier 3,45+,Marketplace,Platinum,Hair Care,NA,No
CUST01202,2025-05-21,Tier 3,18-24,Google Search,None,Fragrance,Dry,Yes
CUST01203,2024-11-22,Tier 1,45+,Instagram,None,Hair Care,Combination,Yes
CUST01204,2024-03-23,Tier 1,25-34,Organic,Gold,Skin Care,Normal,Yes
CUST01205,2024-02-06,Tier 1,35-44,Google Search,None,Hair Care,Combination,Yes
CUST01206,2025-07-19,Tier 1,18-24,Instagram,None,Makeup,NA,No
CUST01207,2024-05-11,Tier 1,35-44,Instagram,None,Skin Care,Dry,No
CUST01208,2024-12-15,Tier 2,35-44,Instagram,Silver,Fragrance,Combination,Yes
CUST01209,2024-02-27,Tier 1,35-44,Marketplace,None,Skin Care,Oily,Yes
CUST01210,2024-03-22,Tier 2,25-34,Instagram,Silver,Makeup,Combination,Yes
CUST01211,2024-03-03,Tier 2,25-34,Instagram,Platinum,Skin Care,Normal,Yes
CUST01212,2024-07-11,Tier 1,18-24,Influencer,None,Baby Care,Normal,Yes
CUST01213,2024-09-13,Tier 2,35-44,Referral,Silver,Wellness,Sensitive,Yes
CUST01214,2024-03-02,Tier 3,25-34,Instagram,Silver,Makeup,Oily,No
CUST01215,2025-01-05,Tier 2,35-44,Influencer,None,Makeup,Sensitive,Yes
CUST01216,2025-05-15,Tier 3,25-34,Instagram,Silver,Skin Care,Sensitive,Yes
CUST01217,2025-02-16,Tier 3,25-34,Referral,None,Makeup,Combination,No
CUST01218,2024-06-01,Tier 1,25-34,Organic,Silver,Skin Care,Normal,No
CUST01219,2024-10-04,Tier 1,25-34,Google Search,None,Wellness,Normal,Yes
CUST01220,2025-03-21,Tier 1,45+,Influencer,None,Wellness,Oily,No
CUST01221,2025-06-15,Tier 3,45+,Google Search,None,Hair Care,Dry,Yes
CUST01222,2025-09-05,Tier 1,18-24,Marketplace,Silver,Fragrance,Sensitive,Yes
CUST01223,2024-09-09,Tier 1,18-24,Instagram,Gold,Hair Care,Combination,No
CUST01224,2024-07-18,Tier 3,45+,Organic,None,Wellness,NA,Yes
CUST01225,2025-04-26,Tier 1,35-44,Organic,None,Skin Care,Sensitive,Yes
CUST01226,2024-09-29,Tier 1,18-24,Instagram,Silver,Makeup,Sensitive,No
CUST01227,2024-12-01,Tier 2,25-34,Referral,Silver,Wellness,Combination,No
CUST01228,2024-07-11,Tier 2,45+,Instagram,Silver,Makeup,Dry,Yes
CUST01229,2024-01-12,Tier 1,25-34,Google Search,None,Baby Care,Combination,Yes
CUST01230,2025-01-26,Tier 2,25-34,Marketplace,None,Skin Care,Sensitive,Yes
CUST01231,2024-11-26,Tier 1,45+,Organic,None,Hair Care,Sensitive,No
CUST01232,2024-11-27,Tier 1,25-34,Organic,None,Skin Care,Normal,No
CUST01233,2024-05-15,Tier 3,25-34,Instagram,None,Skin Care,NA,Yes
CUST01234,2025-02-26,Tier 1,25-34,Google Search,None,Hair Care,Combination,Yes
CUST01235,2024-06-11,Tier 3,18-24,Google Search,None,Baby Care,Normal,Yes
CUST01236,2024-02-13,Tier 1,18-24,Instagram,Gold,Hair Care,Sensitive,Yes
CUST01237,2024-10-23,Tier 2,25-34,Marketplace,None,Skin Care,Normal,Yes
CUST01238,2024-03-23,Tier 1,25-34,Organic,None,Skin Care,Normal,Yes
CUST01239,2025-01-18,Tier 1,25-34,Instagram,Silver,Hair Care,Sensitive,No
CUST01240,2025-04-01,Tier 2,25-34,Referral,None,Skin Care,Oily,Yes
CUST01241,2025-08-06,Tier 1,35-44,Marketplace,None,Baby Care,Sensitive,Yes
CUST01242,2024-09-15,Tier 1,18-24,Instagram,Gold,Fragrance,Dry,Yes
CUST01243,2025-02-04,Tier 1,25-34,Referral,None,Skin Care,NA,No
CUST01244,2024-02-01,Tier 3,25-34,Influencer,Gold,Hair Care,Combination,No
CUST01245,2024-07-14,Tier 2,45+,Google Search,None,Baby Care,Sensitive,No
CUST01246,2024-07-28,Tier 2,18-24,Influencer,Silver,Fragrance,Combination,Yes
CUST01247,2025-08-16,Tier 1,35-44,Instagram,None,Skin Care,NA,Yes
CUST01248,2025-05-24,Tier 2,25-34,Instagram,None,Fragrance,NA,Yes
CUST01249,2025-05-05,Tier 1,18-24,Marketplace,Platinum,Skin Care,NA,Yes
CUST01250,2025-03-21,Tier 2,25-34,Organic,Silver,Makeup,Sensitive,Yes
CUST01251,2024-06-16,Tier 3,25-34,Marketplace,None,Hair Care,NA,Yes
CUST01252,2024-12-21,Tier 1,35-44,Marketplace,Gold,Makeup,Combination,Yes
CUST01253,2024-12-06,Tier 2,45+,Referral,None,Makeup,Oily,Yes
CUST01254,2024-12-15,Tier 3,25-34,Instagram,Silver,Skin Care,Dry,No
CUST01255,2025-05-28,Tier 2,25-34,Referral,None,Baby Care,Dry,No
CUST01256,2024-11-29,Tier 3,35-44,Referral,None,Baby Care,Combination,Yes
CUST01257,2024-04-18,Tier 2,25-34,Instagram,Silver,Makeup,NA,Yes
CUST01258,2024-05-27,Tier 2,45+,Google Search,Silver,Hair Care,Dry,Yes
CUST01259,2024-02-01,Tier 1,25-34,Organic,Silver,Skin Care,Combination,No
CUST01260,2025-09-03,Tier 1,25-34,Instagram,None,Baby Care,Combination,Yes
CUST01261,2025-05-26,Tier 1,25-34,Marketplace,Gold,Hair Care,Normal,No
CUST01262,2025-05-17,Tier 1,45+,Influencer,Silver,Skin Care,Sensitive,Yes
