ticket_id,customer_id,ticket_date,issue_type,support_channel,resolution_hours,sentiment_score,reopened
TKT001121,CUST01385,2025-09-30,late_delivery,chat,33.3,-1,0
TKT001122,CUST01386,2025-08-06,refund_delay,call,34.6,-1,0
TKT001123,CUST01386,2025-03-16,wrong_item,chat,43.0,-1,1
TKT001124,CUST01386,2024-07-07,damaged_item,chat,21.4,-0.63,0
TKT001125,CUST01386,2025-05-31,refund_delay,chat,25.2,-1,1
TKT001126,CUST01389,2025-04-24,refund_delay,call,61.0,-0.85,0
TKT001127,CUST01391,2025-03-31,payment_issue,email,8.0,0.7,0
TKT001128,CUST01396,2025-06-01,general_query,chat,5.3,0.02,0
TKT001129,CUST01397,2025-01-25,payment_issue,call,1,-0.1,0
TKT001130,CUST01398,2025-08-07,general_query,call,26.7,-1,0
TKT001131,CUST01399,2024-01-29,payment_issue,email,15.8,-0.81,0
TKT001132,CUST01399,2025-09-12,damaged_item,email,40.8,-1,0
TKT001133,CUST01402,2025-01-20,product_reaction,call,42.8,-0.96,1
TKT001134,CUST01404,2025-03-13,payment_issue,call,12.2,-0.08,0
TKT001135,CUST01404,2024-05-17,damaged_item,email,8.3,-1,0
TKT001136,CUST01406,2024-12-18,wrong_item,chat,10.2,0.31,0
TKT001137,CUST01407,2024-12-01,late_delivery,email,30.7,-0.86,0
TKT001138,CUST01407,2025-05-19,late_delivery,email,32.0,-0.18,0
TKT001139,CUST01409,2025-05-21,refund_delay,email,47.0,-1,0
TKT001140,CUST01409,2024-12-14,wrong_item,email,27.7,-0.62,0
TKT001141,CUST01410,2024-12-17,damaged_item,call,18.6,0.33,0
TKT001142,CUST01411,2025-03-23,late_delivery,email,16.0,0.2,0
TKT001143,CUST01411,2024-11-25,refund_delay,call,45.5,-0.64,1
TKT001144,CUST01414,2025-01-26,product_reaction,call,26.2,-0.75,0
TKT001145,CUST01414,2025-09-12,general_query,chat,20.6,-0.73,0
TKT001146,CUST01416,2025-07-26,late_delivery,email,30.1,0.0,1
TKT001147,CUST01416,2025-07-20,damaged_item,chat,20.5,-0.59,0
TKT001148,CUST01416,2025-01-21,damaged_item,email,17.4,-1,0
TKT001149,CUST01416,2024-11-26,refund_delay,call,29.0,-0.21,0
TKT001150,CUST01416,2025-08-14,wrong_item,chat,13.3,-0.13,0
TKT001151,CUST01417,2024-03-14,payment_issue,chat,8.4,0.1,0
TKT001152,CUST01417,2024-11-25,wrong_item,chat,10.1,-0.56,0
TKT001153,CUST01420,2025-08-05,damaged_item,email,28.2,0.21,0
TKT001154,CUST01421,2025-08-27,damaged_item,email,1,-0.54,0
TKT001155,CUST01422,2025-08-06,damaged_item,call,34.6,-0.87,0
TKT001156,CUST01427,2024-12-03,late_delivery,email,26.6,-0.07,0
TKT001157,CUST01427,2025-07-10,general_query,chat,2.9,-0.63,0
TKT001158,CUST01427,2024-09-05,general_query,email,35.8,-0.68,0
TKT001159,CUST01427,2025-09-30,refund_delay,chat,31.4,-1,0
TKT001160,CUST01428,2025-08-15,payment_issue,email,26.8,-0.87,0
TKT001161,CUST01429,2025-06-17,late_delivery,call,24.5,-0.01,0
TKT001162,CUST01429,2024-07-02,general_query,call,17.2,-1,0
TKT001163,CUST01429,2024-02-26,refund_delay,chat,34.8,-0.86,0
TKT001164,CUST01430,2025-09-13,late_delivery,call,10.1,0.03,1
TKT001165,CUST01430,2025-09-30,wrong_item,chat,22.9,-0.92,0
TKT001166,CUST01430,2025-07-25,refund_delay,email,35.9,0.39,0
TKT001167,CUST01431,2025-09-28,general_query,email,18.3,-0.48,0
TKT001168,CUST01432,2025-02-20,payment_issue,call,18.3,0.39,0
TKT001169,CUST01433,2025-05-14,late_delivery,email,28.5,-0.82,0
TKT001170,CUST01434,2024-07-02,payment_issue,email,6.3,-1,1
TKT001171,CUST01434,2025-09-30,late_delivery,call,8.3,-0.4,0
TKT001172,CUST01437,2025-01-07,general_query,call,9.2,-0.4,0
TKT001173,CUST01437,2025-01-09,refund_delay,call,24.4,-0.71,0
TKT001174,CUST01437,2025-01-22,payment_issue,chat,21.1,-0.36,1
TKT001175,CUST01439,2024-08-17,general_query,email,27.4,-0.87,0
TKT001176,CUST01439,2025-09-30,refund_delay,chat,47.8,-1,1
TKT001177,CUST01440,2024-11-17,refund_delay,email,34.8,-0.34,0
TKT001178,CUST01440,2024-12-22,damaged_item,email,35.2,-1,0
TKT001179,CUST01440,2025-09-30,refund_delay,email,32.3,-0.53,0
TKT001180,CUST01442,2025-06-26,wrong_item,call,12.8,0.33,0
TKT001181,CUST01442,2025-02-09,refund_delay,email,63.4,-1,0
TKT001182,CUST01442,2025-06-02,general_query,call,30.9,-1,0
TKT001183,CUST01445,2025-04-21,damaged_item,email,18.0,-0.23,0
TKT001184,CUST01448,2025-02-13,payment_issue,chat,25.7,-1,1
TKT001185,CUST01449,2025-09-30,damaged_item,email,21.2,-0.6,0
TKT001186,CUST01450,2025-05-05,refund_delay,call,28.7,-1,0
TKT001187,CUST01451,2025-08-28,product_reaction,call,16.1,-0.16,0
TKT001188,CUST01453,2025-05-16,late_delivery,chat,1,0.66,0
TKT001189,CUST01454,2025-06-09,damaged_item,call,32.3,-0.85,1
TKT001190,CUST01455,2024-07-26,late_delivery,email,9.6,0.62,0
TKT001191,CUST01456,2025-09-22,late_delivery,chat,12.7,0.22,0
TKT001192,CUST01460,2025-05-04,general_query,call,4.6,0.65,0
TKT001193,CUST01463,2024-10-18,payment_issue,email,26.6,-0.63,0
TKT001194,CUST01466,2025-03-13,late_delivery,chat,2.3,-0.57,0
TKT001195,CUST01466,2025-03-27,late_delivery,chat,1,-0.43,0
TKT001196,CUST01470,2024-09-19,general_query,chat,26.8,0.34,0
TKT001197,CUST01470,2024-12-14,payment_issue,email,14.5,-0.73,0
TKT001198,CUST01471,2025-05-14,damaged_item,chat,10.3,-0.45,0
TKT001199,CUST01471,2025-01-20,general_query,email,24.8,0.1,0
TKT001200,CUST01471,2025-03-18,refund_delay,email,24.4,-0.35,1
TKT001201,CUST01472,2025-09-14,late_delivery,chat,26.7,-0.06,0
TKT001202,CUST01472,2024-12-12,wrong_item,email,11.9,-0.34,0
TKT001203,CUST01474,2025-08-11,wrong_item,chat,9.8,-0.66,1
TKT001204,CUST01474,2025-08-08,refund_delay,email,51.6,-0.82,0
TKT001205,CUST01475,2025-06-14,wrong_item,email,15.9,-0.42,0
TKT001206,CUST01476,2024-11-23,late_delivery,chat,20.8,-0.62,1
TKT001207,CUST01476,2025-06-06,damaged_item,email,9.6,-0.2,0
TKT001208,CUST01477,2025-04-01,damaged_item,call,27.3,-0.46,0
TKT001209,CUST01477,2025-05-04,late_delivery,chat,45.0,-1,1
TKT001210,CUST01478,2025-01-18,late_delivery,email,6.3,1,0
TKT001211,CUST01481,2025-02-18,payment_issue,email,21.2,0.25,0
TKT001212,CUST01482,2025-03-26,damaged_item,email,6.9,0.3,0
TKT001213,CUST01483,2025-05-16,late_delivery,email,25.0,-1,0
TKT001214,CUST01483,2024-04-15,payment_issue,call,18.2,-0.14,0
TKT001215,CUST01485,2025-05-23,late_delivery,email,10.0,-0.77,0
TKT001216,CUST01487,2024-07-10,payment_issue,chat,24.1,-0.22,0
TKT001217,CUST01487,2024-10-06,refund_delay,call,32.8,-1,0
TKT001218,CUST01488,2024-09-11,refund_delay,email,44.1,-0.13,0
TKT001219,CUST01488,2025-08-31,general_query,email,1,-0.71,0
TKT001220,CUST01489,2025-08-19,refund_delay,email,45.0,-1,0
TKT001221,CUST01490,2024-06-10,refund_delay,call,33.6,-1,0
TKT001222,CUST01490,2025-02-03,refund_delay,email,43.6,-1,0
TKT001223,CUST01491,2025-05-25,general_query,call,15.3,-0.06,0
TKT001224,CUST01491,2025-02-06,product_reaction,call,20.5,-1,1
TKT001225,CUST01492,2025-07-15,general_query,email,21.2,-0.11,0
TKT001226,CUST01492,2025-04-03,damaged_item,chat,23.7,0.25,0
TKT001227,CUST01492,2025-02-21,general_query,call,27.5,-0.66,0
TKT001228,CUST01494,2024-11-15,refund_delay,call,31.5,-0.79,0
TKT001229,CUST01495,2025-07-06,wrong_item,email,8.5,-0.35,0
TKT001230,CUST01497,2025-07-21,damaged_item,email,11.9,-0.79,0
TKT001231,CUST01498,2025-07-02,refund_delay,email,45.7,-0.56,0
TKT001232,CUST01501,2025-08-03,wrong_item,call,56.0,-1,0
TKT001233,CUST01501,2025-07-22,refund_delay,call,50.9,-0.43,0
TKT001234,CUST01502,2025-05-13,wrong_item,email,28.5,-1,0
TKT001235,CUST01503,2025-01-28,general_query,email,10.9,-0.58,1
TKT001236,CUST01504,2025-05-04,wrong_item,call,22.1,-0.18,0
TKT001237,CUST01504,2024-09-05,wrong_item,call,19.1,-0.47,0
TKT001238,CUST01506,2024-03-29,damaged_item,call,24.7,-0.49,0
TKT001239,CUST01506,2025-04-03,damaged_item,chat,16.3,0.0,0
TKT001240,CUST01507,2025-06-02,wrong_item,chat,16.4,-0.28,0
TKT001241,CUST01507,2025-01-15,payment_issue,chat,30.5,-0.76,0
TKT001242,CUST01509,2025-03-24,product_reaction,email,64.9,-1,0
TKT001243,CUST01509,2025-09-30,late_delivery,call,42.2,-1,1
TKT001244,CUST01511,2025-06-02,refund_delay,email,34.1,-0.47,0
TKT001245,CUST01511,2025-05-24,late_delivery,email,49.3,-0.75,1
TKT001246,CUST01512,2025-08-23,late_delivery,chat,22.6,0.32,0
TKT001247,CUST01512,2024-08-28,refund_delay,email,18.7,0.14,0
TKT001248,CUST01516,2025-04-21,product_reaction,email,22.9,0.37,0
TKT001249,CUST01517,2024-09-07,general_query,email,14.7,-0.37,0
TKT001250,CUST01517,2024-08-02,late_delivery,call,18.6,-0.55,0
TKT001251,CUST01523,2025-09-16,payment_issue,call,1,0.29,0
TKT001252,CUST01524,2025-09-15,late_delivery,call,40.1,-0.18,0
TKT001253,CUST01526,2025-09-30,general_query,chat,49.9,-1,0
TKT001254,CUST01526,2025-08-02,late_delivery,call,22.6,-1,0
TKT001255,CUST01528,2025-06-28,general_query,call,17.3,-0.59,0
TKT001256,CUST01530,2024-08-12,late_delivery,email,22.4,-0.84,0
TKT001257,CUST01530,2024-12-25,product_reaction,email,43.9,-1,0
TKT001258,CUST01531,2025-02-26,late_delivery,chat,7.8,-0.33,0
TKT001259,CUST01531,2024-08-27,refund_delay,call,27.8,-1,0
TKT001260,CUST01532,2024-07-05,refund_delay,email,29.9,-0.59,0
TKT001261,CUST01535,2024-10-02,payment_issue,email,24.6,0.04,1
TKT001262,CUST01535,2025-04-11,general_query,chat,20.4,-0.21,0
TKT001263,CUST01536,2025-09-24,refund_delay,call,42.3,-0.21,1
TKT001264,CUST01539,2025-05-01,payment_issue,call,17.4,-0.27,0
TKT001265,CUST01540,2025-03-26,late_delivery,email,25.2,-0.82,0
TKT001266,CUST01544,2024-11-18,refund_delay,call,50.5,-0.91,0
TKT001267,CUST01544,2024-09-03,general_query,email,36.8,-1,1
TKT001268,CUST01544,2025-05-06,product_reaction,email,13.8,-0.54,1
TKT001269,CUST01544,2024-07-13,refund_delay,chat,19.9,-0.74,0
TKT001270,CUST01546,2025-09-15,wrong_item,call,7.9,-0.98,1
TKT001271,CUST01546,2025-08-02,general_query,call,9.0,0.09,1
TKT001272,CUST01547,2024-04-12,refund_delay,email,26.9,-0.86,0
TKT001273,CUST01547,2024-05-11,refund_delay,call,35.9,-0.71,0
TKT001274,CUST01547,2024-06-03,late_delivery,email,16.6,-0.41,0
TKT001275,CUST01548,2024-12-27,refund_delay,email,25.3,-1,0
TKT001276,CUST01549,2025-03-13,damaged_item,call,6.9,0.37,0
TKT001277,CUST01554,2025-01-27,product_reaction,chat,28.6,-0.02,0
TKT001278,CUST01555,2025-09-12,refund_delay,chat,48.7,-0.96,0
TKT001279,CUST01558,2024-11-15,late_delivery,email,29.9,-1,0
TKT001280,CUST01559,2025-04-18,general_query,email,21.7,0.16,1
TKT001281,CUST01559,2025-05-07,late_delivery,call,18.5,-0.39,0
TKT001282,CUST01559,2025-07-02,refund_delay,email,36.9,-0.13,0
TKT001283,CUST01560,2025-04-24,damaged_item,email,20.1,-1,0
TKT001284,CUST01562,2025-07-21,damaged_item,email,37.4,-0.77,0
TKT001285,CUST01563,2025-09-18,general_query,call,29.0,-0.99,0
TKT001286,CUST01568,2025-04-14,general_query,email,26.8,-0.62,1
TKT001287,CUST01571,2024-11-23,damaged_item,call,46.6,-1,0
TKT001288,CUST01571,2024-12-12,wrong_item,chat,28.9,-0.72,1
TKT001289,CUST01572,2025-02-18,wrong_item,chat,26.4,0.07,0
TKT001290,CUST01573,2025-07-12,refund_delay,chat,42.8,-0.85,0
TKT001291,CUST01573,2024-10-27,refund_delay,call,22.3,-0.11,0
TKT001292,CUST01575,2025-02-05,payment_issue,chat,32.3,-0.9,1
TKT001293,CUST01575,2025-04-26,damaged_item,chat,23.6,-0.09,0
TKT001294,CUST01576,2025-07-16,late_delivery,call,18.9,-1,0
TKT001295,CUST01577,2025-06-18,late_delivery,call,30.4,-1,0
TKT001296,CUST01579,2025-04-29,late_delivery,call,1,0.3,0
TKT001297,CUST01581,2025-04-22,payment_issue,email,11.8,0.15,0
TKT001298,CUST01581,2025-09-17,late_delivery,call,34.2,-0.43,0
TKT001299,CUST01581,2024-02-18,product_reaction,email,10.6,-0.85,0
TKT001300,CUST01581,2024-08-22,late_delivery,call,13.2,1,0
TKT001301,CUST01581,2025-05-25,general_query,call,39.1,-0.62,0
TKT001302,CUST01582,2025-02-23,refund_delay,chat,33.1,-0.71,1
TKT001303,CUST01582,2025-07-14,payment_issue,call,5.8,-0.41,0
TKT001304,CUST01586,2025-09-16,damaged_item,chat,11.0,-0.74,0
TKT001305,CUST01587,2025-02-28,general_query,email,29.5,-1,1
TKT001306,CUST01587,2025-03-11,product_reaction,email,46.0,-0.17,1
TKT001307,CUST01588,2025-02-09,late_delivery,call,14.6,-1,0
TKT001308,CUST01591,2025-05-03,damaged_item,chat,29.6,-0.17,0
TKT001309,CUST01591,2025-02-11,general_query,chat,33.8,-0.23,0
TKT001310,CUST01594,2025-05-06,payment_issue,call,1,0.46,0
TKT001311,CUST01596,2025-04-22,late_delivery,call,1.9,-0.19,0
TKT001312,CUST01597,2025-03-07,refund_delay,call,40.4,-1,0
TKT001313,CUST01597,2025-08-26,damaged_item,chat,17.9,0.4,1
TKT001314,CUST01601,2025-02-16,general_query,chat,20.5,-0.6,0
TKT001315,CUST01601,2025-08-17,late_delivery,call,9.0,0.52,0
TKT001316,CUST01602,2025-06-19,general_query,call,24.0,-0.27,0
TKT001317,CUST01603,2025-04-22,wrong_item,call,10.0,-0.79,0
TKT001318,CUST01604,2025-04-04,product_reaction,call,46.9,-1,1
TKT001319,CUST01604,2024-12-15,refund_delay,call,29.9,-0.45,0
TKT001320,CUST01606,2025-04-06,refund_delay,email,29.7,-0.44,0
TKT001321,CUST01609,2025-07-28,wrong_item,chat,28.1,0.2,0
TKT001322,CUST01609,2025-03-17,payment_issue,call,17.0,0.08,0
TKT001323,CUST01610,2025-06-14,damaged_item,call,17.7,-0.2,1
TKT001324,CUST01610,2025-04-22,product_reaction,email,35.9,-0.89,0
TKT001325,CUST01611,2025-05-03,refund_delay,call,40.3,-0.38,0
TKT001326,CUST01611,2024-09-02,wrong_item,call,7.1,-0.8,0
TKT001327,CUST01614,2024-10-17,general_query,call,1,-0.17,0
TKT001328,CUST01614,2025-06-03,product_reaction,email,50.0,-1,0
TKT001329,CUST01614,2024-07-27,late_delivery,call,1,0.16,0
TKT001330,CUST01615,2025-09-30,wrong_item,email,1,-0.56,0
TKT001331,CUST01616,2024-08-16,refund_delay,email,43.4,0.1,0
TKT001332,CUST01616,2025-01-26,refund_delay,email,15.9,-0.82,0
TKT001333,CUST01617,2025-08-02,general_query,call,20.4,-0.26,0
TKT001334,CUST01617,2024-08-09,wrong_item,email,1,0.13,0
TKT001335,CUST01621,2025-08-27,damaged_item,call,20.6,-0.18,1
TKT001336,CUST01622,2025-03-29,late_delivery,email,16.4,0.04,0
TKT001337,CUST01622,2024-06-18,product_reaction,email,41.4,-0.79,1
TKT001338,CUST01624,2025-06-15,refund_delay,email,25.0,-1,0
TKT001339,CUST01625,2025-08-24,late_delivery,call,1.5,0.26,0
TKT001340,CUST01628,2025-04-14,damaged_item,email,25.2,-0.66,0
TKT001341,CUST01629,2025-04-16,payment_issue,chat,22.2,0.01,0
TKT001342,CUST01630,2025-09-16,damaged_item,call,28.8,-0.73,0
TKT001343,CUST01631,2025-09-25,late_delivery,call,10.2,0.21,0
TKT001344,CUST01633,2025-08-12,general_query,chat,44.4,-0.99,0
TKT001345,CUST01635,2025-08-22,product_reaction,email,41.8,-1,0
TKT001346,CUST01635,2025-01-01,refund_delay,chat,42.0,-1,0
TKT001347,CUST01637,2024-08-31,refund_delay,chat,47.4,-0.37,1
TKT001348,CUST01637,2025-09-12,product_reaction,chat,56.6,0.2,0
TKT001349,CUST01637,2025-06-15,payment_issue,call,5.5,-0.12,0
TKT001350,CUST01641,2024-04-26,payment_issue,chat,6.3,-0.05,0
TKT001351,CUST01644,2025-05-20,payment_issue,call,2.7,-0.46,0
TKT001352,CUST01644,2024-07-15,payment_issue,call,22.7,-0.05,0
TKT001353,CUST01644,2024-09-24,product_reaction,email,45.5,-0.07,0
TKT001354,CUST01651,2025-07-07,damaged_item,chat,16.8,0.3,0
TKT001355,CUST01652,2025-05-12,payment_issue,call,9.0,-0.88,0
TKT001356,CUST01652,2025-07-14,damaged_item,email,4.7,-0.7,0
TKT001357,CUST01653,2025-07-13,general_query,call,10.3,-0.7,1
TKT001358,CUST01655,2025-06-17,wrong_item,chat,23.0,-1,0
TKT001359,CUST01655,2024-12-20,refund_delay,call,31.6,-1,0
TKT001360,CUST01656,2025-05-30,late_delivery,email,23.8,-1,0
TKT001361,CUST01658,2025-08-15,late_delivery,chat,28.9,0.2,0
TKT001362,CUST01658,2025-07-09,late_delivery,call,13.8,0.81,0
TKT001363,CUST01660,2024-07-06,refund_delay,chat,55.7,-0.96,0
TKT001364,CUST01661,2025-05-09,damaged_item,call,24.5,-0.37,0
TKT001365,CUST01663,2025-09-10,damaged_item,chat,39.8,0.17,1
TKT001366,CUST01663,2025-08-27,general_query,chat,9.1,0.17,0
TKT001367,CUST01664,2024-12-16,general_query,call,44.8,-0.84,1
TKT001368,CUST01666,2024-08-01,refund_delay,email,22.6,-0.71,0
TKT001369,CUST01670,2025-09-21,payment_issue,call,24.4,-0.17,0
TKT001370,CUST01671,2025-07-25,refund_delay,call,42.3,-1,0
TKT001371,CUST01671,2024-08-03,general_query,call,5.7,-0.01,0
TKT001372,CUST01674,2025-04-18,general_query,email,29.9,-0.1,0
TKT001373,CUST01676,2024-09-11,wrong_item,email,4.1,-0.29,1
TKT001374,CUST01681,2024-09-24,refund_delay,call,25.1,-0.63,0
TKT001375,CUST01682,2025-01-08,late_delivery,call,16.3,0.52,0
TKT001376,CUST01683,2025-05-17,product_reaction,call,27.5,-0.23,1
TKT001377,CUST01685,2024-08-28,refund_delay,email,38.3,-0.22,0
TKT001378,CUST01686,2025-05-21,refund_delay,chat,17.9,0.36,0
TKT001379,CUST01688,2024-06-10,late_delivery,email,3.9,0.57,0
TKT001380,CUST01689,2024-07-27,refund_delay,call,39.2,-1,1
TKT001381,CUST01690,2024-07-04,product_reaction,call,37.4,-1,1
TKT001382,CUST01690,2025-07-23,late_delivery,email,16.8,0.04,0
TKT001383,CUST01691,2025-07-08,product_reaction,call,25.9,-0.77,0
TKT001384,CUST01692,2024-04-28,general_query,chat,6.6,-1,0
TKT001385,CUST01692,2025-04-13,product_reaction,email,1,-0.47,0
TKT001386,CUST01692,2024-05-30,payment_issue,chat,26.6,-0.52,0
TKT001387,CUST01695,2024-12-13,refund_delay,call,31.6,-1,0
TKT001388,CUST01698,2024-09-15,payment_issue,call,22.0,-0.25,0
TKT001389,CUST01698,2024-12-06,refund_delay,chat,32.9,-1,0
TKT001390,CUST01698,2025-07-02,late_delivery,email,28.2,-0.6,0
TKT001391,CUST01698,2025-06-25,refund_delay,call,36.0,-0.51,0
TKT001392,CUST01705,2025-07-25,general_query,chat,14.0,-0.39,0
TKT001393,CUST01706,2025-09-29,refund_delay,email,30.4,-0.73,0
TKT001394,CUST01707,2025-06-16,general_query,chat,9.8,-0.52,0
TKT001395,CUST01710,2025-08-07,late_delivery,call,31.0,-0.65,0
TKT001396,CUST01712,2025-09-12,late_delivery,chat,1,0.66,0
TKT001397,CUST01713,2025-08-24,late_delivery,email,13.5,-0.7,0
TKT001398,CUST01713,2025-04-14,late_delivery,chat,25.4,-1,0
TKT001399,CUST01713,2025-05-04,product_reaction,email,32.4,-0.65,0
TKT001400,CUST01714,2024-12-18,late_delivery,chat,33.9,-0.42,1
TKT001401,CUST01715,2024-11-28,payment_issue,chat,17.1,-0.43,0
TKT001402,CUST01715,2025-06-11,refund_delay,call,22.0,-0.31,0
TKT001403,CUST01716,2025-07-18,general_query,chat,20.6,-0.18,0
TKT001404,CUST01718,2024-11-30,wrong_item,call,34.7,-0.96,0
TKT001405,CUST01718,2024-11-19,payment_issue,call,26.3,0.02,0
TKT001406,CUST01718,2025-05-28,general_query,call,3.3,0.09,0
TKT001407,CUST01719,2024-06-06,wrong_item,email,4.7,-0.29,0
TKT001408,CUST01720,2025-09-23,wrong_item,chat,26.2,-0.05,0
TKT001409,CUST01723,2024-09-26,refund_delay,chat,54.7,-0.76,0
TKT001410,CUST01723,2025-08-16,product_reaction,email,18.7,-0.32,1
TKT001411,CUST01725,2025-08-21,late_delivery,email,36.3,-0.33,1
TKT001412,CUST01729,2025-09-27,general_query,chat,31.2,-1,0
TKT001413,CUST01729,2025-09-07,refund_delay,call,35.2,-1,0
TKT001414,CUST01730,2024-10-25,damaged_item,call,32.5,-0.23,0
TKT001415,CUST01730,2024-11-30,refund_delay,call,36.8,-0.52,0
TKT001416,CUST01730,2025-01-02,wrong_item,email,3.5,-0.19,0
TKT001417,CUST01730,2025-02-02,payment_issue,email,1,0.0,0
TKT001418,CUST01732,2025-06-01,wrong_item,chat,28.7,-0.81,0
TKT001419,CUST01732,2025-08-16,wrong_item,chat,17.3,-0.45,0
TKT001420,CUST01733,2025-05-28,late_delivery,email,39.1,-1,0
TKT001421,CUST01733,2025-04-10,late_delivery,call,13.6,-0.87,1
TKT001422,CUST01733,2025-03-08,damaged_item,chat,13.6,-0.07,0
TKT001423,CUST01734,2024-03-09,refund_delay,call,50.1,-1,1
TKT001424,CUST01734,2025-04-27,general_query,email,26.0,-1,0
TKT001425,CUST01735,2025-07-01,refund_delay,call,13.7,-0.81,0
TKT001426,CUST01736,2025-09-18,wrong_item,call,35.1,-1,0
TKT001427,CUST01736,2025-08-07,refund_delay,chat,54.3,-1,0
TKT001428,CUST01741,2025-06-03,late_delivery,email,1,-0.16,0
TKT001429,CUST01742,2024-05-06,wrong_item,email,20.8,-0.87,0
TKT001430,CUST01743,2025-07-10,general_query,email,3.5,-0.18,0
TKT001431,CUST01746,2024-09-21,refund_delay,chat,46.4,-1,0
TKT001432,CUST01749,2025-01-20,damaged_item,chat,1,0.66,0
TKT001433,CUST01755,2024-12-18,general_query,email,13.5,-0.17,0
TKT001434,CUST01755,2024-07-08,general_query,chat,19.2,-0.19,0
TKT001435,CUST01760,2025-04-23,late_delivery,email,50.5,-0.91,0
TKT001436,CUST01760,2024-06-21,late_delivery,call,27.1,-0.73,0
TKT001437,CUST01760,2024-03-29,general_query,email,8.6,0.12,0
TKT001438,CUST01761,2024-11-09,payment_issue,call,27.1,-0.75,0
TKT001439,CUST01761,2024-11-02,general_query,chat,12.1,-0.47,1
TKT001440,CUST01761,2024-10-30,late_delivery,email,6.8,-0.15,0
TKT001441,CUST01762,2024-03-26,late_delivery,call,32.9,-1,0
TKT001442,CUST01762,2025-02-17,late_delivery,chat,35.0,-0.77,1
TKT001443,CUST01763,2025-09-30,damaged_item,chat,7.0,-1,0
TKT001444,CUST01764,2025-08-14,late_delivery,call,38.2,-0.3,1
TKT001445,CUST01767,2025-03-06,wrong_item,call,36.9,-0.66,0
TKT001446,CUST01767,2024-12-19,payment_issue,chat,19.2,-0.17,0
TKT001447,CUST01767,2025-05-09,payment_issue,call,19.1,-0.35,0
TKT001448,CUST01768,2024-12-11,damaged_item,call,16.0,-1,1
TKT001449,CUST01769,2024-07-20,damaged_item,chat,2.1,-0.53,0
TKT001450,CUST01769,2024-03-20,refund_delay,email,42.6,-0.28,0
TKT001451,CUST01770,2025-08-15,late_delivery,chat,19.4,-1,0
TKT001452,CUST01770,2025-07-14,late_delivery,email,15.8,-0.4,0
TKT001453,CUST01773,2024-08-20,late_delivery,call,2.9,-0.23,0
TKT001454,CUST01774,2025-04-11,product_reaction,call,20.7,-0.05,0
TKT001455,CUST01774,2024-11-18,wrong_item,email,16.2,0.37,0
TKT001456,CUST01774,2024-06-16,damaged_item,call,1,0.05,0
TKT001457,CUST01775,2025-08-17,refund_delay,email,59.6,-0.92,0
TKT001458,CUST01777,2025-01-16,late_delivery,chat,1,-0.49,0
TKT001459,CUST01779,2024-06-05,product_reaction,chat,43.1,-0.46,0
TKT001460,CUST01779,2025-04-21,wrong_item,call,9.1,-0.34,0
TKT001461,CUST01780,2025-09-29,general_query,call,18.3,-0.61,0
TKT001462,CUST01780,2024-05-21,product_reaction,email,29.9,-0.55,0
TKT001463,CUST01780,2024-11-02,late_delivery,call,24.5,-0.29,0
TKT001464,CUST01781,2025-02-10,product_reaction,chat,10.7,-0.47,0
TKT001465,CUST01784,2024-08-23,general_query,chat,30.7,-1,1
TKT001466,CUST01786,2025-04-05,late_delivery,email,23.6,-0.14,1
TKT001467,CUST01786,2025-05-29,late_delivery,email,19.1,-1,0
TKT001468,CUST01786,2025-06-14,refund_delay,call,57.2,-1,0
TKT001469,CUST01788,2025-04-19,payment_issue,chat,34.3,-0.97,0
TKT001470,CUST01788,2025-08-12,damaged_item,call,11.1,-0.19,0
TKT001471,CUST01793,2025-08-19,product_reaction,chat,18.7,0.22,0
TKT001472,CUST01795,2025-07-13,product_reaction,email,18.5,-0.19,0
TKT001473,CUST01797,2025-06-16,refund_delay,chat,29.9,-0.85,0
TKT001474,CUST01798,2025-03-22,payment_issue,call,22.7,-0.04,0
TKT001475,CUST01799,2025-07-30,damaged_item,email,5.5,-0.4,0
TKT001476,CUST01801,2025-09-10,late_delivery,call,3.4,-0.06,0
TKT001477,CUST01802,2025-05-19,late_delivery,chat,6.8,-0.34,1
TKT001478,CUST01803,2024-07-15,late_delivery,call,32.8,-0.83,0
TKT001479,CUST01803,2025-06-29,late_delivery,chat,1,0.78,1
TKT001480,CUST01807,2025-04-29,general_query,email,21.7,-1,0
TKT001481,CUST01808,2024-10-01,wrong_item,call,41.3,-0.69,0
TKT001482,CUST01809,2025-05-15,refund_delay,email,37.9,-1,0
TKT001483,CUST01811,2025-06-13,refund_delay,email,37.4,-0.52,1
TKT001484,CUST01811,2025-08-02,payment_issue,chat,16.1,0.2,0
TKT001485,CUST01811,2025-05-21,refund_delay,email,38.1,-0.72,0
TKT001486,CUST01813,2025-09-12,general_query,call,42.3,-1,0
TKT001487,CUST01814,2025-08-20,payment_issue,chat,6.5,-0.38,0
TKT001488,CUST01817,2025-05-17,refund_delay,chat,46.2,-0.28,0
TKT001489,CUST01818,2024-10-29,wrong_item,call,25.3,-1,0
TKT001490,CUST01819,2025-07-01,damaged_item,chat,28.7,-0.63,0
TKT001491,CUST01819,2025-07-13,late_delivery,call,1,0.03,0
TKT001492,CUST01820,2025-02-01,payment_issue,email,9.1,-0.18,0
TKT001493,CUST01820,2024-12-17,general_query,chat,42.5,-0.74,1
TKT001494,CUST01820,2024-09-05,late_delivery,chat,1.1,0.59,0
